id,soil_type,rainfall,soil_quality,timestamp,target
40,clay,377,0.653162790531283,2020-01-02 15:00:00,0.1332099241366287
41,clay,364,0.9383048184484827,2020-01-02 16:00:00,0.6323962564655086
42,clay,264,0.871204482263052,2020-01-02 17:00:00,0.12832586218876452
43,desert,131,0.7660647765353026,2020-01-02 18:00:00,0.5784925082293301
44,sandy,272,0.7884473432532987,2020-01-02 19:00:00,0.693422128056309
45,sandy,421,0.6649849034759953,2020-01-02 20:00:00,0.7006114963944516
46,sandy,472,0.260286857566003,2020-01-02 21:00:00,0.7534721106595967
47,sandy,451,0.9071950307058299,2020-01-02 22:00:00,0.8728594215656645
48,clay,492,0.670732311905834,2020-01-02 23:00:00,0.49995899196478844
49,desert,152,0.56044063098044,2020-01-03 00:00:00,0.7302491895295712
50,desert,322,0.11098946921348107,2020-01-03 01:00:00,0.6191727353658367
51,clay,63,0.4470555438064254,2020-01-03 02:00:00,0.18663993979768256
52,desert,208,0.4603582712019263,2020-01-03 03:00:00,0.025689644869408168
53,clay,201,0.86456360952267,2020-01-03 04:00:00,0.28454138567693377
54,sandy,157,0.5466482201877885,2020-01-03 05:00:00,0.4430337063376194
55,clay,237,0.38040054897040965,2020-01-03 06:00:00,0.6171059444286563
56,sandy,350,0.9768003285106593,2020-01-03 07:00:00,0.8499593305032054
57,sandy,147,0.11072059332631567,2020-01-03 08:00:00,0.19624571670616564
58,fertile,180,0.4225484283119446,2020-01-03 09:00:00,0.1255497898984771
59,clay,342,0.04202467517140529,2020-01-03 10:00:00,0.9634799474743275
60,fertile,220,0.7399041207669304,2020-01-03 11:00:00,0.10804455937640711
61,clay,473,0.9180765521991506,2020-01-03 12:00:00,0.47849107010718916
62,clay,232,0.28003732955048943,2020-01-03 13:00:00,0.5855637287933019
63,fertile,413,0.8583416767991209,2020-01-03 14:00:00,0.5413744209074383
64,fertile,88,0.29221823046189777,2020-01-03 15:00:00,0.0860321570329432
65,clay,64,0.9107701616439152,2020-01-03 16:00:00,0.05702691400361937
66,desert,425,0.7539619035967839,2020-01-03 17:00:00,0.10548342746103567
67,sandy,53,0.8049067768414386,2020-01-03 18:00:00,0.5855876838726125
68,fertile,398,0.0180065556004545,2020-01-03 19:00:00,0.5443448876343211
69,sandy,458,0.962810357074026,2020-01-03 20:00:00,0.23374079203674425
70,desert,446,0.7266709920703233,2020-01-03 21:00:00,0.6377741418455916
71,desert,259,0.3047510953861333,2020-01-03 22:00:00,0.8200675020556494
72,desert,210,0.8293946648588469,2020-01-03 23:00:00,0.041578959846593766
73,fertile,65,0.28152119841492995,2020-01-04 00:00:00,0.4981299435480424
74,desert,475,0.872753839566128,2020-01-04 01:00:00,0.6893104121026903
75,fertile,157,0.11258039041193701,2020-01-04 02:00:00,0.2523119270696871
76,desert,431,0.7036859774607958,2020-01-04 03:00:00,0.3077709052931491
77,sandy,499,0.5406984766449103,2020-01-04 04:00:00,0.6136379029893838
78,sandy,360,0.09653447019544081,2020-01-04 05:00:00,0.8979352934437369
79,clay,276,0.24189382825883898,2020-01-04 06:00:00,0.8099244203028994
80,sandy,219,0.01240403627731479,2020-01-04 07:00:00,0.5831302190995835
81,clay,83,0.46876796546450583,2020-01-04 08:00:00,0.7302217177572492
82,sandy,463,0.3012652607600004,2020-01-04 09:00:00,0.3648224702077987
83,fertile,300,0.5983574842977588,2020-01-04 10:00:00,0.6409655280987577
84,sandy,296,0.2972378077086172,2020-01-04 11:00:00,0.46618159112755697
85,clay,318,0.2999191115069847,2020-01-04 12:00:00,0.1899361364575609
86,clay,190,0.7431931987316034,2020-01-04 13:00:00,0.7017382738772572
87,desert,323,0.04814283597835345,2020-01-04 14:00:00,0.556464637348822
88,fertile,465,0.9028949951919872,2020-01-04 15:00:00,0.3586215819535914
89,sandy,145,0.8522638743911815,2020-01-04 16:00:00,0.9113391900786307
90,desert,276,0.6678046832264065,2020-01-04 17:00:00,0.020934117826733267
91,sandy,428,0.5932215701073843,2020-01-04 18:00:00,0.315773151249496
92,sandy,88,0.8923024981396522,2020-01-04 19:00:00,0.05688139777764656
93,desert,351,0.18533017952871444,2020-01-04 20:00:00,0.7665273162216272
94,desert,78,0.07896916219082861,2020-01-04 21:00:00,0.7021074541137926
95,desert,495,0.2395101699095381,2020-01-04 22:00:00,0.33135221873631704
96,desert,367,0.7945782787001903,2020-01-04 23:00:00,0.675662902207073
97,desert,294,0.03467026672648332,2020-01-05 00:00:00,0.39593722619594984
98,sandy,285,0.5828068350834896,2020-01-05 01:00:00,0.7562537914224343
99,desert,234,0.9954375161913099,2020-01-05 02:00:00,0.4541836627367061
100,fertile,321,0.8556960938375394,2020-01-05 03:00:00,0.41227972783166555
101,clay,489,0.5214456890435895,2020-01-05 04:00:00,0.934729915488301
102,desert,285,0.06364090928664234,2020-01-05 05:00:00,0.25087909989070023
103,desert,288,0.8313735143857098,2020-01-05 06:00:00,0.12044733999656543
104,sandy,426,0.5989785081772105,2020-01-05 07:00:00,0.5845431132594582
105,desert,315,0.11493299705956683,2020-01-05 08:00:00,0.9693218122841789
106,desert,463,0.0938572848233562,2020-01-05 09:00:00,0.37783921372718665
107,desert,458,0.9096268194365924,2020-01-05 10:00:00,0.06203676362878152
108,sandy,408,0.6692002629380784,2020-01-05 11:00:00,0.33930526730956745
109,desert,389,0.8292867993167555,2020-01-05 12:00:00,0.5059316543195584
110,clay,438,0.8789789002822673,2020-01-05 13:00:00,0.1619230066322137
111,sandy,114,0.5717723520483222,2020-01-05 14:00:00,0.658102218056492
112,clay,226,0.5174463517550413,2020-01-05 15:00:00,0.9977493890102006
113,sandy,52,0.4304274103209902,2020-01-05 16:00:00,0.4517394759814438
114,desert,478,0.3169465877911193,2020-01-05 17:00:00,0.35472855673021264
115,clay,191,0.43459596085871177,2020-01-05 18:00:00,0.40070416683446664
116,sandy,425,0.7738796557301564,2020-01-05 19:00:00,0.11514617839520114
117,fertile,207,0.6019234310151316,2020-01-05 20:00:00,0.8832736014262238
118,desert,373,0.8925232899548461,2020-01-05 21:00:00,0.414825655521352
119,sandy,195,0.4433800143791877,2020-01-05 22:00:00,0.3872744114248413
120,fertile,495,0.607089578718754,2020-01-05 23:00:00,0.6596902729304743
121,sandy,342,0.6313075530919887,2020-01-06 00:00:00,0.4420334209311235
122,fertile,202,0.5916971623063255,2020-01-06 01:00:00,0.648233468807846
123,desert,481,0.7026337730855163,2020-01-06 02:00:00,0.061446290130787506
124,clay,242,0.23743346837480628,2020-01-06 03:00:00,0.8137233437222274
125,fertile,486,0.5123637775457907,2020-01-06 04:00:00,0.9405039528794026
126,sandy,122,0.10422480280834767,2020-01-06 05:00:00,0.648765386159386
127,desert,448,0.38451132764481255,2020-01-06 06:00:00,0.9545659288588108
128,fertile,354,0.4876670686212644,2020-01-06 07:00:00,0.1514323143699633
129,sandy,426,0.6522242595454725,2020-01-06 08:00:00,0.4774161894803537
130,sandy,393,0.9505310525862035,2020-01-06 09:00:00,0.6018067339454473
131,sandy,189,0.6006510665483559,2020-01-06 10:00:00,0.5817366474211867
132,fertile,236,0.7435939161765598,2020-01-06 11:00:00,0.40146177908904324
133,fertile,342,0.5062660594952028,2020-01-06 12:00:00,0.3380844093662614
134,fertile,110,0.6341040313763313,2020-01-06 13:00:00,0.1268240225504188
135,clay,476,0.07093221613377343,2020-01-06 14:00:00,0.3917424505622782
136,fertile,429,0.254391580841847,2020-01-06 15:00:00,0.16266081510548513
137,fertile,247,0.3618530932051387,2020-01-06 16:00:00,0.7343656764922184
138,fertile,344,0.47249335500651357,2020-01-06 17:00:00,0.20883093549458998
139,clay,489,0.045648745502383736,2020-01-06 18:00:00,0.05856530528453385
140,fertile,368,0.14002409755331768,2020-01-06 19:00:00,0.5523661378172343
141,sandy,351,0.2768143077913058,2020-01-06 20:00:00,0.5952297327194016
142,fertile,393,0.9715326909010507,2020-01-06 21:00:00,0.8719130612805055
143,sandy,60,0.33134700710305076,2020-01-06 22:00:00,0.5769816124176819
144,sandy,111,0.48204105811208253,2020-01-06 23:00:00,0.3454808537234457
145,sandy,382,0.19609771273839294,2020-01-07 00:00:00,0.8030118815263205
146,clay,275,0.6107800710757683,2020-01-07 01:00:00,0.5402788931874211
147,clay,202,0.2806832155159743,2020-01-07 02:00:00,0.07928028463119174
148,clay,248,0.20699257843842678,2020-01-07 03:00:00,0.5658505603132467
149,fertile,101,0.5165726284459791,2020-01-07 04:00:00,0.9080185454216624
150,sandy,309,0.005505799160420821,2020-01-07 05:00:00,0.39631262549822055
151,clay,108,0.0076640326492253275,2020-01-07 06:00:00,0.29632580189980007
152,clay,121,0.21906880910185778,2020-01-07 07:00:00,0.14346945701802005
153,fertile,197,0.03672136250082114,2020-01-07 08:00:00,0.15144552193535732
154,clay,398,0.10802575413069138,2020-01-07 09:00:00,0.4327714843418189
155,fertile,112,0.3388606493387516,2020-01-07 10:00:00,0.5956798241615295
156,desert,359,0.8025856795798129,2020-01-07 11:00:00,0.08061540516960175
157,clay,422,0.5720486433693008,2020-01-07 12:00:00,0.9395685890251657
158,desert,292,0.5126677259564164,2020-01-07 13:00:00,0.7551336174451959
159,fertile,415,0.29348882320812164,2020-01-07 14:00:00,0.5866239182836627
160,sandy,379,0.9317537194328164,2020-01-07 15:00:00,0.8284386709389908
161,clay,156,0.39701504123719167,2020-01-07 16:00:00,0.08018675681211329
162,fertile,275,0.08709276679577149,2020-01-07 17:00:00,0.4768388777331244
163,sandy,362,0.6170665161178013,2020-01-07 18:00:00,0.6300931268616634
164,sandy,267,0.11383839347660141,2020-01-07 19:00:00,0.8286529061182892
165,desert,474,0.3452231428016921,2020-01-07 20:00:00,0.7834695600492677
166,fertile,290,0.5074119387178089,2020-01-07 21:00:00,0.27706924971339963
167,sandy,308,0.8742225246851758,2020-01-07 22:00:00,0.9408801695592043
168,clay,425,0.49354658034011867,2020-01-07 23:00:00,0.12434584143087035
169,clay,311,0.7022587660316643,2020-01-08 00:00:00,0.8751336186211521
170,desert,54,0.9928168389990704,2020-01-08 01:00:00,0.9709402496046186
171,sandy,310,0.13148911989798162,2020-01-08 02:00:00,0.17715352322262556
172,fertile,103,0.2747315255195195,2020-01-08 03:00:00,0.7220660642037853
173,clay,96,0.3945760755976464,2020-01-08 04:00:00,0.040285518777998464
174,sandy,264,0.42182817853883137,2020-01-08 05:00:00,0.40542282513915495
175,sandy,226,0.41102107526554577,2020-01-08 06:00:00,0.516283299197674
176,desert,58,0.9076110025565549,2020-01-08 07:00:00,0.5806452259096341
177,clay,148,0.7140326444668564,2020-01-08 08:00:00,0.9359372482485595
178,clay,69,0.6079052140907037,2020-01-08 09:00:00,0.6722506872941947
179,fertile,427,0.3093727178627821,2020-01-08 10:00:00,0.481277951219237
180,clay,290,0.8237903842212947,2020-01-08 11:00:00,0.8096750362658893
181,fertile,110,0.9550605114849889,2020-01-08 12:00:00,0.9505328209544089
182,clay,428,0.8211982825502265,2020-01-08 13:00:00,0.022066148682290843
183,desert,468,0.0015651051914729042,2020-01-08 14:00:00,0.9825212722560387
184,clay,227,0.636401370183407,2020-01-08 15:00:00,0.08613213906368034
185,fertile,387,0.051135381442100725,2020-01-08 16:00:00,0.8143867792687614
186,fertile,111,0.25760722033372185,2020-01-08 17:00:00,0.2803347525514125
187,desert,194,0.059524700347771686,2020-01-08 18:00:00,0.13217965775387175
188,clay,265,0.6037954529493877,2020-01-08 19:00:00,0.4398556397138349
189,clay,52,0.6865899134926068,2020-01-08 20:00:00,0.6439565794476135
190,desert,209,0.11448763806590512,2020-01-08 21:00:00,0.380951845023475
191,clay,276,0.3838388830449795,2020-01-08 22:00:00,0.05456540828269896
192,clay,318,0.456236508955542,2020-01-08 23:00:00,0.5994611396587166
193,fertile,169,0.3690530217609166,2020-01-09 00:00:00,0.9024032761106747
194,clay,430,0.12102500048519305,2020-01-09 01:00:00,0.3832153659472517
195,clay,138,0.4189477901874754,2020-01-09 02:00:00,0.21633277763082703
196,desert,378,0.7511780478084181,2020-01-09 03:00:00,0.4425773459328154
197,desert,117,0.07100766453325547,2020-01-09 04:00:00,0.04836271104878087
198,sandy,447,0.08018001408190345,2020-01-09 05:00:00,0.8204875844802748
199,fertile,406,0.3547712918359842,2020-01-09 06:00:00,0.8263408109501867
200,clay,147,0.941725711618925,2020-01-09 07:00:00,0.5880004634296284
201,clay,316,0.668572646722914,2020-01-09 08:00:00,0.3531028889383895
202,sandy,154,0.6786699566725648,2020-01-09 09:00:00,0.7997833644457834
203,clay,489,0.36191999083786497,2020-01-09 10:00:00,0.5546870247883672
204,fertile,372,0.5936607912085384,2020-01-09 11:00:00,0.8259323085500162
205,sandy,172,0.010131184027743378,2020-01-09 12:00:00,0.6314587925830206
206,fertile,78,0.6360960464095422,2020-01-09 13:00:00,0.7844054732127973
207,sandy,186,0.9132869475762367,2020-01-09 14:00:00,0.59856299321776
208,sandy,244,0.6125734683448192,2020-01-09 15:00:00,0.4141410682156662
209,desert,458,0.873698593466345,2020-01-09 16:00:00,0.9579458599261376
210,fertile,275,0.7239730554660938,2020-01-09 17:00:00,0.5411138248788447
211,clay,381,0.12055841640369025,2020-01-09 18:00:00,0.6050895185405384
212,clay,219,0.9024533072858417,2020-01-09 19:00:00,0.22048763941474925
213,fertile,58,0.06644384435577488,2020-01-09 20:00:00,0.6256507894272765
214,clay,89,0.5339674725477638,2020-01-09 21:00:00,0.5716076494829438
215,clay,74,0.14213712379345766,2020-01-09 22:00:00,0.18483839794702495
216,fertile,310,0.011706610730904066,2020-01-09 23:00:00,0.059587097353143714
217,sandy,444,0.422034260127639,2020-01-10 00:00:00,0.6043593197147711
218,fertile,492,0.29504070765415624,2020-01-10 01:00:00,0.7636922693503205
219,sandy,275,0.486000493797603,2020-01-10 02:00:00,0.5234013709220082
220,clay,173,0.5771998867345508,2020-01-10 03:00:00,0.2267726253196457
221,clay,87,0.04373907230894736,2020-01-10 04:00:00,0.6665219766930349
222,clay,377,0.12300329512374564,2020-01-10 05:00:00,0.08010572660960225
223,desert,300,0.5586423964504253,2020-01-10 06:00:00,0.4418337048019546
224,sandy,438,0.34316735317265823,2020-01-10 07:00:00,0.1633667583984202
225,desert,225,0.729173487549448,2020-01-10 08:00:00,0.18445905105988336
226,desert,139,0.6522916485919397,2020-01-10 09:00:00,0.20229394915820365
227,fertile,451,0.8456043629899068,2020-01-10 10:00:00,0.3867070570439779
228,desert,86,0.6924928266692253,2020-01-10 11:00:00,0.051150205620397626
229,fertile,365,0.42993107739014813,2020-01-10 12:00:00,0.3977934409290982
230,fertile,225,0.6729666223944324,2020-01-10 13:00:00,0.5117074471147008
231,desert,333,0.2753811742554185,2020-01-10 14:00:00,0.4832942849663252
232,sandy,130,0.3063134987782127,2020-01-10 15:00:00,0.38278410040304056
233,sandy,163,0.7889851599207933,2020-01-10 16:00:00,0.8391466080707525
234,sandy,89,0.4464195164015822,2020-01-10 17:00:00,0.1453266924205041
235,sandy,350,0.7983803405183525,2020-01-10 18:00:00,0.505696743781374
236,sandy,273,0.8224223736682784,2020-01-10 19:00:00,0.062041416956554296
237,desert,367,0.8575623376612838,2020-01-10 20:00:00,0.07115567887790974
238,desert,398,0.9166352358412073,2020-01-10 21:00:00,0.5738658496770963
239,clay,164,0.43098522051329624,2020-01-10 22:00:00,0.566018424887821
240,sandy,235,0.31886681832113883,2020-01-10 23:00:00,0.878033512844457
241,desert,372,0.5821987465941139,2020-01-11 00:00:00,0.5578736756600732
242,clay,105,0.3711724234376276,2020-01-11 01:00:00,0.9597910204048502
243,sandy,89,0.601074166800233,2020-01-11 02:00:00,0.04869484839992977
244,fertile,403,0.7055858626438246,2020-01-11 03:00:00,0.09800768478074107
245,clay,89,0.6884050184921369,2020-01-11 04:00:00,0.04406586157038139
246,desert,396,0.37455288702012135,2020-01-11 05:00:00,0.18527685033354002
247,fertile,286,0.16686020169875282,2020-01-11 06:00:00,0.5412701109416781
248,fertile,338,0.43052933846220753,2020-01-11 07:00:00,0.645572181427428
249,fertile,311,0.14259414408190874,2020-01-11 08:00:00,0.0455851579486688
250,clay,265,0.8900970351838083,2020-01-11 09:00:00,0.9459708898455993
251,desert,196,0.3458774607378574,2020-01-11 10:00:00,0.842165376650381
252,fertile,385,0.15445974722332378,2020-01-11 11:00:00,0.2966124821570931
253,sandy,217,0.025447759905750877,2020-01-11 12:00:00,0.07718753022646796
254,fertile,141,0.6458223862864843,2020-01-11 13:00:00,0.16988707321905727
255,fertile,402,0.6369023174547432,2020-01-11 14:00:00,0.12694441375497267
256,clay,108,0.34060416658129167,2020-01-11 15:00:00,0.12328377929894685
257,clay,108,0.071711888847651,2020-01-11 16:00:00,0.5185616886657339
258,desert,353,0.409628894895232,2020-01-11 17:00:00,0.2458474424934003
259,sandy,218,0.3112174950633936,2020-01-11 18:00:00,0.35813971652914445
260,clay,318,0.6771206397350094,2020-01-11 19:00:00,0.9895053333843224
261,fertile,412,0.6057792494526903,2020-01-11 20:00:00,0.6843142489253448
262,desert,94,0.36459372819754,2020-01-11 21:00:00,0.9489806670470013
263,fertile,394,0.2178925542549901,2020-01-11 22:00:00,0.1425565550331156
264,fertile,230,0.9880359661555919,2020-01-11 23:00:00,0.38213947483256927
265,clay,219,0.45400162119611487,2020-01-12 00:00:00,0.5547318032823543
266,desert,405,0.688274235780237,2020-01-12 01:00:00,0.07675806188873802
267,sandy,240,0.14055296757836078,2020-01-12 02:00:00,0.004187443627957865
268,sandy,204,0.4855896996593978,2020-01-12 03:00:00,0.6704343337969175
269,clay,471,0.027536719869465487,2020-01-12 04:00:00,0.6418195168014353
270,clay,237,0.50545511791045,2020-01-12 05:00:00,0.41078880999961176
271,desert,56,0.9640174071177023,2020-01-12 06:00:00,0.48964407603203264
272,sandy,182,0.3842067129858002,2020-01-12 07:00:00,0.4154430005920896
273,sandy,284,0.03899601257491159,2020-01-12 08:00:00,0.024005044844888856
274,sandy,94,0.03095579091934353,2020-01-12 09:00:00,0.3353716062174624
275,fertile,363,0.3879867599468695,2020-01-12 10:00:00,0.17708225539728983
276,sandy,298,0.16002493646319405,2020-01-12 11:00:00,0.09842418910136874
277,fertile,80,0.023352096328185912,2020-01-12 12:00:00,0.9567204338893498
278,desert,72,0.7562136139501768,2020-01-12 13:00:00,0.5993597250421656
279,fertile,475,0.4585230088818907,2020-01-12 14:00:00,0.7286562842366027
280,desert,443,0.2892447719726545,2020-01-12 15:00:00,0.3153637432661175
281,sandy,209,0.9000831830164807,2020-01-12 16:00:00,0.3931471294940152
282,sandy,412,0.11613896020052561,2020-01-12 17:00:00,0.23692399389672347
283,desert,486,0.9559188289553192,2020-01-12 18:00:00,0.09696567096542474
284,clay,207,0.3139667173773528,2020-01-12 19:00:00,0.1790316374415838
285,desert,88,0.8884036723086812,2020-01-12 20:00:00,0.7975140452964858
286,clay,464,0.6029428764794615,2020-01-12 21:00:00,0.6775458051837758
287,fertile,131,0.8267073597414875,2020-01-12 22:00:00,0.5469288759854769
288,fertile,405,0.9840131632104643,2020-01-12 23:00:00,0.47508987286676807
289,fertile,307,0.2884054378187457,2020-01-13 00:00:00,0.9224342836561245
290,sandy,255,0.961135485407593,2020-01-13 01:00:00,0.0727349477786684
291,fertile,126,0.38948189490242036,2020-01-13 02:00:00,0.28060081323791597
292,clay,61,0.3855119047369223,2020-01-13 03:00:00,0.34993785357071405
293,fertile,344,0.3403871042545057,2020-01-13 04:00:00,0.7824258122127878
294,desert,499,0.5414076073475852,2020-01-13 05:00:00,0.9925146201619713
295,desert,273,0.1541450431784871,2020-01-13 06:00:00,0.24067051475715306
296,sandy,62,0.5537114853580112,2020-01-13 07:00:00,0.8743073341370806
297,desert,95,0.541704812410004,2020-01-13 08:00:00,0.8306227604317913
298,clay,204,0.76190181260487,2020-01-13 09:00:00,0.22465739764176662
299,fertile,162,0.8336499619375856,2020-01-13 10:00:00,0.3993325801992226
300,sandy,282,0.44044135031242404,2020-01-13 11:00:00,0.4096728692925191
301,fertile,66,0.30233324935149375,2020-01-13 12:00:00,0.9782206685265583
302,fertile,409,0.25933489731709447,2020-01-13 13:00:00,0.18089190137889832
303,clay,272,0.19462383670487193,2020-01-13 14:00:00,0.799157971104782
304,desert,403,0.05764758219902488,2020-01-13 15:00:00,0.3341927141731099
305,desert,237,0.34244797883471334,2020-01-13 16:00:00,0.7308703457761604
306,fertile,497,0.27024769213078326,2020-01-13 17:00:00,0.42001100429566285
307,sandy,393,0.9664173858664074,2020-01-13 18:00:00,0.57835976311654
308,desert,414,0.5577088262500439,2020-01-13 19:00:00,0.8326117733261311
309,sandy,212,0.34727703903050755,2020-01-13 20:00:00,0.8041655649838841
310,desert,375,0.580467600993696,2020-01-13 21:00:00,0.8664231835397002
311,sandy,463,0.1391967013456955,2020-01-13 22:00:00,0.05961732534465902
312,clay,123,0.4440437492022029,2020-01-13 23:00:00,0.6920505530397448
313,sandy,282,0.6262343214210638,2020-01-14 00:00:00,0.13998737672176287
314,clay,273,0.4888978317924514,2020-01-14 01:00:00,0.415818568018411
315,clay,368,0.40177880065432425,2020-01-14 02:00:00,0.5485884150546885
316,sandy,461,0.9938483888996982,2020-01-14 03:00:00,0.40273948474683074
317,clay,109,0.880314762148927,2020-01-14 04:00:00,0.5196116758030075
318,fertile,384,0.6234059581594401,2020-01-14 05:00:00,0.9965263087986191
319,clay,271,0.5693773611822828,2020-01-14 06:00:00,0.13521731371285473
320,desert,86,0.620660479824584,2020-01-14 07:00:00,0.6754560453364256
321,sandy,327,0.20131210782243325,2020-01-14 08:00:00,0.3960009663856152
322,fertile,245,0.3951377432643186,2020-01-14 09:00:00,0.13300979890732878
323,sandy,453,0.03945953289089932,2020-01-14 10:00:00,0.15873676337430953
324,desert,401,0.47554603748682667,2020-01-14 11:00:00,0.9492731062456169
325,desert,291,0.5430245839576632,2020-01-14 12:00:00,0.879601496711762
326,desert,373,0.2277497361032096,2020-01-14 13:00:00,0.9070419604150218
327,clay,268,0.9640288471655137,2020-01-14 14:00:00,0.9915327758273865
328,clay,241,0.909454610937242,2020-01-14 15:00:00,0.20831539000851795
329,sandy,66,0.7221432354559059,2020-01-14 16:00:00,0.35543933736406175
330,sandy,61,0.5333866287653626,2020-01-14 17:00:00,0.6692190299248667
331,fertile,455,0.869969159647685,2020-01-14 18:00:00,0.48380253986064725
332,fertile,450,0.1306523438234629,2020-01-14 19:00:00,0.4183895333783335
333,sandy,443,0.790509794274885,2020-01-14 20:00:00,0.35781124933559305
334,clay,423,0.1248208139668483,2020-01-14 21:00:00,0.5937806319434522
335,desert,242,0.7942106625494054,2020-01-14 22:00:00,0.575593428640082
336,sandy,71,0.27576756825135695,2020-01-14 23:00:00,0.16145783406424008
337,fertile,169,0.8770905810181889,2020-01-15 00:00:00,0.47173983751843906
338,clay,259,0.9440420938253978,2020-01-15 01:00:00,0.5534717762098499
339,sandy,355,0.14879596940511564,2020-01-15 02:00:00,0.5702869387313905
340,sandy,319,0.4626756050653935,2020-01-15 03:00:00,0.2101071929123518
341,clay,241,0.9809873781626851,2020-01-15 04:00:00,0.7422713922522868
342,sandy,224,0.4834074359731466,2020-01-15 05:00:00,0.025199094821069634
343,clay,334,0.8635475225145451,2020-01-15 06:00:00,0.35483185554316266
344,desert,253,0.5887315221313199,2020-01-15 07:00:00,0.7802126485356335
345,clay,213,0.37532990791960186,2020-01-15 08:00:00,0.5638929210554023
346,clay,300,0.2857835555258702,2020-01-15 09:00:00,0.26116243251086024
347,clay,276,0.20322309108608727,2020-01-15 10:00:00,0.6949531193430477
348,sandy,485,0.7617981913776972,2020-01-15 11:00:00,0.5673909441560734
349,sandy,430,0.3865405068230279,2020-01-15 12:00:00,0.7962436094563872
350,clay,56,0.5112754622007512,2020-01-15 13:00:00,0.7350251861898234
351,sandy,78,0.4923254800011819,2020-01-15 14:00:00,0.6101079220362347
352,fertile,444,0.5772790292331312,2020-01-15 15:00:00,0.488177675310814
353,fertile,82,0.8655771456245522,2020-01-15 16:00:00,0.1331821256675234
354,sandy,183,0.9807393435834294,2020-01-15 17:00:00,0.26133301788538377
355,sandy,416,0.40758420857381694,2020-01-15 18:00:00,0.41909947291708527
356,clay,128,0.8275189221063031,2020-01-15 19:00:00,0.5992992870063887
357,desert,465,0.7645277946547177,2020-01-15 20:00:00,0.5137078552153048
358,sandy,484,0.5735289514555733,2020-01-15 21:00:00,0.2881845259595295
359,fertile,107,0.9560471436119331,2020-01-15 22:00:00,0.006464357789710551
360,clay,75,0.20047451552840279,2020-01-15 23:00:00,0.49623922190081393
361,sandy,479,0.10926421030962141,2020-01-16 00:00:00,0.2856259885622431
362,fertile,275,0.8539619669554221,2020-01-16 01:00:00,0.7346083007105351
363,fertile,334,0.4391498166337483,2020-01-16 02:00:00,0.02394626527048349
